//  TRX,  INT,   STRING, STRING,      INT,double,#   STRING,   int, double_Ary, double_Ary,double_Ary,double_Ary,double_Ary,STRING,string
//RX|TX,mBand,port_name,BB_Path,RXPLL_sel,inLoss,#  test_Type, burst,       pow1,       pow2,     freq1,     freq2,  baseband, mType,mGainReg,,
,
RX,11,DRX_HB1,B,2,0
,,,,,,IR,1,IR_3G-SC,3G-SC,-28,,876.6e6,0,0.1,2
,,,,,,DCOS,1,VDCOS_3G_SC_UNCAL,3G-SC,,,0,0,0,2
,,,,,,DCOS_SWEEP,9,VDCOS_3G_SC_UNCAL,3G-SC,,,0,0,0,0x0000
,,,,,,,,,,,,,,,0x0101
,,,,,,,,,,,,,,,0x0202
,,,,,,,,,,,,,,,0x0404
,,,,,,,,,,,,,,,0x0808
,,,,,,,,,,,,,,,0x1010
,,,,,,,,,,,,,,,0x2020
,,,,,,,,,,,,,,,0x4040
,,,,,,,,,,,,,,,0x8080
,,,,,,EVM,2,EVMrms_3G-SC,3G-SC,-28,,876.5e6,0,0.1,2
,,,,,,,,EVMpeak_3G-SC,3G-SC,-28,,876.5e6,0,0.1,2
,,,,,,IIP_CAL3,1,IIP2_OB_CAL_3G,3G-SC,-30,,831.6e6,831.5e6,0.1,0
,,,,,,IIP_CAL9,1,IIP2_OB_CAL_3G,3G-SC,-30,,831.6e6,831.5e6,0.1,0
RX,2,MRX_HB4,C,1,0
,,,,,,IIP,11,IIP2_OB_3G-SC,3G-SC,-30,,1880.1e6,1880e6,0.1,0x8080
,,,,,,,,IIP3_IB_2G,2G,-50,,1959.2e6,1958.5e6,0.1,0x8080
,,,,,,,,IIP3_IB_3G-SC,3G-SC,-50,,1956.5e6,1954.1e6,1.1,0x8181
,,,,,,,,IIP3_IB_4G_20M,4G-20MHz,-50,,1942.4e6,1925e6,0.2,0x8383
,,,,,,,,IIP3_OB_HDUP_3G-SC,3G-SC,-30,,1920.1e6,1880e6,0.2,0x8181
,,,,,,,,IIP3_OB_HDUP_4G_20M,4G-20MHz,-30,,1920.1e6,1880e6,0.2,0x8383
